economy,Country,YR2010,YR2011,YR2012,YR2013,YR2014,YR2015,YR2016,YR2017,YR2018,YR2019,YR2020,YR2021,YR2022,YR2023
LVA,Latvia,22.0,22.0,20.0,24.0,22.0,22.0,23.0,23.0,23.0,22.0,21.0,42.0,29.0,19.0
LAO,Lao PDR,305.0,267.0,241.0,215.0,193.0,180.0,165.0,154.0,145.0,137.0,132.0,139.0,120.0,112.0
KGZ,Kyrgyz Republic,71.0,70.0,67.0,64.0,62.0,58.0,53.0,49.0,49.0,47.0,55.0,70.0,44.0,42.0
KWT,Kuwait,9.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,33.0,75.0,8.0,8.0
XKX,Kosovo,,,,,,,,,,,,,,
KOR,"Korea, Rep.",8.0,8.0,8.0,7.0,7.0,6.0,6.0,6.0,5.0,5.0,12.0,5.0,7.0,4.0
PRK,"Korea, Dem. People's Rep.",77.0,76.0,76.0,75.0,73.0,72.0,71.0,70.0,69.0,66.0,66.0,72.0,67.0,67.0
KIR,Kiribati,102.0,98.0,98.0,93.0,91.0,90.0,88.0,90.0,87.0,89.0,89.0,122.0,86.0,80.0
KEN,Kenya,210.0,209.0,214.0,206.0,203.0,203.0,196.0,186.0,183.0,176.0,184.0,183.0,155.0,149.0
KAZ,Kazakhstan,22.0,19.0,17.0,15.0,14.0,13.0,12.0,12.0,11.0,11.0,18.0,23.0,14.0,10.0
JOR,Jordan,48.0,47.0,47.0,44.0,43.0,41.0,40.0,38.0,36.0,35.0,41.0,79.0,35.0,31.0
JPN,Japan,6.0,6.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,3.0
JAM,Jamaica,94.0,89.0,89.0,94.0,100.0,100.0,102.0,106.0,112.0,120.0,126.0,186.0,138.0,130.0
ITA,Italy,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,7.0,8.0,7.0,10.0,6.0
ISR,Israel,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0
IMN,Isle of Man,,,,,,,,,,,,,,
IRL,Ireland,6.0,6.0,6.0,5.0,5.0,5.0,4.0,4.0,5.0,4.0,6.0,6.0,7.0,4.0
IRQ,Iraq,107.0,105.0,100.0,96.0,90.0,86.0,87.0,81.0,76.0,74.0,63.0,77.0,59.0,66.0
IRN,"Iran, Islamic Rep.",27.0,26.0,25.0,24.0,23.0,22.0,21.0,20.0,19.0,18.0,34.0,51.0,21.0,16.0
IDN,Indonesia,242.0,230.0,220.0,208.0,198.0,190.0,182.0,173.0,168.0,161.0,184.0,226.0,148.0,140.0
IND,India,188.0,173.0,160.0,148.0,137.0,129.0,121.0,113.0,107.0,101.0,101.0,155.0,90.0,80.0
ISL,Iceland,5.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,12.0,5.0,5.0,3.0
HUN,Hungary,13.0,14.0,13.0,13.0,13.0,13.0,13.0,14.0,14.0,13.0,18.0,30.0,14.0,12.0
HKG,"Hong Kong SAR, China",,,,,,,,,,,,,,
HND,Honduras,72.0,68.0,64.0,62.0,60.0,57.0,55.0,53.0,52.0,51.0,57.0,88.0,48.0,47.0
HTI,Haiti,398.0,409.0,385.0,380.0,373.0,364.0,356.0,351.0,358.0,351.0,346.0,385.0,331.0,328.0
GUY,Guyana,141.0,135.0,133.0,128.0,121.0,117.0,114.0,110.0,105.0,107.0,109.0,189.0,83.0,75.0
GNB,Guinea-Bissau,698.0,678.0,704.0,707.0,662.0,631.0,617.0,597.0,585.0,598.0,603.0,617.0,539.0,505.0
GIN,Guinea,750.0,728.0,703.0,682.0,664.0,642.0,606.0,582.0,560.0,548.0,528.0,533.0,500.0,494.0
GTM,Guatemala,127.0,120.0,115.0,111.0,111.0,112.0,110.0,107.0,107.0,106.0,102.0,125.0,97.0,94.0
GUM,Guam,,,,,,,,,,,,,,
GRD,Grenada,43.0,44.0,44.0,44.0,45.0,46.0,44.0,45.0,46.0,48.0,51.0,52.0,50.0,48.0
GRL,Greenland,,,,,,,,,,,,,,
GRC,Greece,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,7.0,9.0,10.0,5.0
GIB,Gibraltar,,,,,,,,,,,,,,
GHA,Ghana,363.0,356.0,351.0,338.0,317.0,310.0,296.0,287.0,276.0,260.0,253.0,264.0,239.0,234.0
DEU,Germany,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
GEO,Georgia,41.0,37.0,35.0,34.0,32.0,30.0,28.0,27.0,24.0,22.0,30.0,60.0,22.0,20.0
GMB,"Gambia, The",632.0,634.0,628.0,606.0,561.0,527.0,490.0,469.0,450.0,422.0,400.0,420.0,365.0,354.0
GAB,Gabon,144.0,149.0,173.0,235.0,273.0,239.0,215.0,184.0,176.0,179.0,194.0,249.0,216.0,233.0
PYF,French Polynesia,,,,,,,,,,,,,,
FRA,France,9.0,9.0,9.0,9.0,9.0,9.0,9.0,8.0,9.0,8.0,9.0,9.0,9.0,7.0
FIN,Finland,8.0,7.0,8.0,8.0,7.0,7.0,7.0,8.0,8.0,8.0,9.0,8.0,8.0,8.0
FJI,Fiji,40.0,39.0,42.0,40.0,38.0,37.0,38.0,34.0,35.0,34.0,34.0,68.0,32.0,30.0
FRO,Faroe Islands,,,,,,,,,,,,,,
ETH,Ethiopia,619.0,588.0,545.0,494.0,444.0,401.0,364.0,327.0,297.0,269.0,244.0,250.0,207.0,195.0
SWZ,Eswatini,752.0,765.0,613.0,491.0,369.0,283.0,213.0,151.0,133.0,96.0,102.0,219.0,112.0,118.0
EST,Estonia,8.0,9.0,8.0,6.0,7.0,6.0,7.0,5.0,5.0,6.0,6.0,8.0,7.0,5.0
ERI,Eritrea,498.0,478.0,458.0,443.0,430.0,413.0,395.0,379.0,363.0,351.0,334.0,338.0,301.0,291.0
GNQ,Equatorial Guinea,259.0,254.0,245.0,236.0,227.0,222.0,216.0,212.0,204.0,198.0,196.0,202.0,183.0,174.0
SLV,El Salvador,34.0,35.0,36.0,39.0,41.0,43.0,43.0,44.0,43.0,40.0,48.0,58.0,39.0,39.0
EGY,"Egypt, Arab Rep.",32.0,31.0,29.0,27.0,26.0,24.0,23.0,21.0,20.0,19.0,31.0,42.0,24.0,17.0
ECU,Ecuador,80.0,77.0,72.0,68.0,65.0,64.0,65.0,62.0,61.0,62.0,91.0,93.0,69.0,55.0
DOM,Dominican Republic,92.0,91.0,89.0,91.0,95.0,102.0,106.0,104.0,107.0,118.0,121.0,153.0,124.0,124.0
DMA,Dominica,50.0,49.0,51.0,50.0,53.0,63.0,48.0,44.0,43.0,41.0,47.0,110.0,44.0,36.0
DJI,Djibouti,243.0,229.0,221.0,219.0,212.0,210.0,204.0,201.0,199.0,194.0,192.0,221.0,174.0,162.0
DNK,Denmark,7.0,6.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,8.0,6.0,4.0
CZE,Czechia,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0
CYP,Cyprus,10.0,10.0,10.0,10.0,11.0,11.0,12.0,12.0,13.0,13.0,87.0,98.0,53.0,14.0
CUW,Curacao,,,,,,,,,,,,,,
CUB,Cuba,44.0,44.0,42.0,42.0,42.0,41.0,40.0,39.0,39.0,40.0,40.0,172.0,41.0,35.0
HRV,Croatia,6.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,3.0,4.0,5.0,12.0,6.0,3.0
CIV,Cote d'Ivoire,592.0,569.0,566.0,544.0,522.0,505.0,488.0,465.0,449.0,429.0,447.0,459.0,409.0,359.0
CRI,Costa Rica,29.0,28.0,27.0,27.0,27.0,26.0,27.0,27.0,28.0,26.0,34.0,44.0,27.0,24.0
COG,"Congo, Rep.",382.0,378.0,374.0,320.0,302.0,284.0,263.0,262.0,259.0,245.0,247.0,301.0,241.0,241.0
COD,"Congo, Dem. Rep.",601.0,589.0,578.0,567.0,558.0,545.0,526.0,519.0,508.0,493.0,489.0,507.0,456.0,427.0
COM,Comoros,305.0,291.0,274.0,260.0,247.0,237.0,225.0,219.0,209.0,202.0,198.0,215.0,186.0,179.0
COL,Colombia,76.0,75.0,73.0,72.0,71.0,70.0,69.0,68.0,67.0,66.0,94.0,147.0,74.0,59.0
CHN,China,34.0,33.0,32.0,30.0,28.0,26.0,25.0,24.0,22.0,21.0,20.0,21.0,18.0,16.0
CHL,Chile,22.0,20.0,18.0,17.0,16.0,14.0,13.0,12.0,11.0,11.0,12.0,14.0,12.0,10.0
CHI,Channel Islands,,,,,,,,,,,,,,
TCD,Chad,1284.0,1264.0,1245.0,1216.0,1198.0,1176.0,1133.0,1085.0,1020.0,958.0,877.0,869.0,775.0,748.0
CAF,Central African Republic,1230.0,1131.0,1092.0,1092.0,1034.0,981.0,962.0,1093.0,881.0,1650.0,1296.0,1127.0,841.0,692.0
CYM,Cayman Islands,,,,,,,,,,,,,,
CAN,Canada,11.0,11.0,11.0,11.0,12.0,11.0,12.0,12.0,13.0,12.0,17.0,14.0,15.0,12.0
CMR,Cameroon,562.0,541.0,500.0,469.0,440.0,417.0,393.0,372.0,354.0,336.0,316.0,342.0,276.0,258.0
KHM,Cambodia,234.0,214.0,197.0,182.0,172.0,166.0,159.0,155.0,151.0,149.0,164.0,189.0,159.0,137.0
CPV,Cabo Verde,61.0,55.0,51.0,50.0,48.0,46.0,44.0,43.0,43.0,41.0,56.0,56.0,42.0,40.0
BDI,Burundi,614.0,597.0,575.0,555.0,533.0,525.0,501.0,482.0,464.0,449.0,441.0,447.0,412.0,392.0
BFA,Burkina Faso,404.0,388.0,376.0,361.0,344.0,328.0,313.0,298.0,286.0,274.0,334.0,354.0,316.0,242.0
BGR,Bulgaria,9.0,8.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,9.0,9.0,10.0,6.0
BRN,Brunei Darussalam,40.0,40.0,40.0,40.0,40.0,39.0,39.0,39.0,39.0,38.0,39.0,44.0,88.0,36.0
VGB,British Virgin Islands,,,,,,,,,,,,,,
BRA,Brazil,66.0,62.0,60.0,61.0,63.0,63.0,64.0,61.0,62.0,65.0,85.0,128.0,104.0,67.0
BWA,Botswana,228.0,269.0,288.0,221.0,212.0,141.0,72.0,46.0,99.0,100.0,98.0,165.0,120.0,155.0
BIH,Bosnia and Herzegovina,8.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,7.0,13.0,12.0,6.0
BOL,Bolivia,196.0,187.0,180.0,175.0,171.0,166.0,162.0,160.0,157.0,156.0,218.0,270.0,164.0,146.0
BTN,Bhutan,107.0,96.0,86.0,79.0,73.0,68.0,63.0,58.0,55.0,52.0,51.0,50.0,49.0,47.0
BMU,Bermuda,,,,,,,,,,,,,,
BEN,Benin,607.0,613.0,618.0,607.0,605.0,606.0,604.0,592.0,585.0,572.0,578.0,584.0,547.0,518.0
BLZ,Belize,41.0,39.0,40.0,41.0,44.0,47.0,51.0,56.0,60.0,61.0,88.0,157.0,110.0,67.0
BEL,Belgium,6.0,6.0,5.0,6.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,7.0,11.0,4.0
BLR,Belarus,3.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0
BRB,Barbados,42.0,41.0,40.0,40.0,39.0,37.0,36.0,37.0,37.0,36.0,39.0,38.0,38.0,35.0
BGD,Bangladesh,275.0,258.0,244.0,230.0,217.0,204.0,191.0,179.0,168.0,157.0,152.0,194.0,131.0,115.0
BHR,Bahrain,18.0,18.0,17.0,17.0,16.0,16.0,17.0,17.0,16.0,17.0,7.0,10.0,5.0,17.0
BHS,"Bahamas, The",79.0,74.0,71.0,74.0,78.0,83.0,77.0,79.0,82.0,82.0,84.0,174.0,80.0,76.0
AZE,Azerbaijan,28.0,27.0,28.0,24.0,23.0,21.0,22.0,22.0,21.0,21.0,21.0,55.0,32.0,18.0
AUT,Austria,6.0,6.0,6.0,6.0,7.0,7.0,6.0,6.0,7.0,7.0,6.0,6.0,7.0,6.0
AUS,Australia,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,4.0,4.0,2.0
ABW,Aruba,,,,,,,,,,,,,,
ARM,Armenia,28.0,27.0,27.0,26.0,26.0,25.0,25.0,24.0,24.0,23.0,43.0,57.0,27.0,19.0
ARG,Argentina,55.0,48.0,49.0,47.0,43.0,39.0,40.0,38.0,38.0,36.0,40.0,76.0,39.0,33.0
ATG,Antigua and Barbuda,31.0,31.0,30.0,32.0,32.0,30.0,28.0,31.0,31.0,32.0,35.0,32.0,36.0,35.0
AGO,Angola,321.0,301.0,278.0,267.0,262.0,249.0,236.0,220.0,208.0,202.0,195.0,211.0,185.0,183.0
AND,Andorra,12.0,11.0,11.0,9.0,10.0,10.0,10.0,11.0,11.0,11.0,48.0,18.0,17.0,11.0
ASM,American Samoa,,,,,,,,,,,,,,
DZA,Algeria,82.0,81.0,81.0,81.0,80.0,79.0,79.0,77.0,75.0,73.0,97.0,79.0,64.0,62.0
ALB,Albania,9.0,9.0,10.0,10.0,10.0,9.0,8.0,8.0,7.0,7.0,7.0,14.0,8.0,7.0
AFG,Afghanistan,893.0,838.0,810.0,778.0,755.0,741.0,702.0,659.0,629.0,601.0,634.0,660.0,551.0,521.0
WLD,World,253.0,247.0,239.0,235.0,231.0,228.0,220.0,215.0,211.0,207.0,211.0,242.0,203.0,197.0
UMC,Upper middle income,76.0,73.0,69.0,66.0,63.0,61.0,58.0,55.0,56.0,55.0,67.0,93.0,66.0,57.0
TSS,Sub-Saharan Africa (IDA & IBRD countries),632.0,620.0,606.0,597.0,589.0,577.0,556.0,535.0,507.0,488.0,465.0,477.0,434.0,424.0
SSA,Sub-Saharan Africa (excluding high income),633.0,623.0,613.0,607.0,603.0,595.0,576.0,557.0,529.0,512.0,490.0,502.0,459.0,449.0
SSF,Sub-Saharan Africa,643.0,633.0,620.0,610.0,604.0,593.0,575.0,554.0,526.0,507.0,486.0,501.0,455.0,448.0
TSA,South Asia (IDA & IBRD),198.0,183.0,169.0,158.0,147.0,138.0,129.0,121.0,114.0,108.0,107.0,159.0,95.0,85.0
SAS,South Asia,229.0,215.0,203.0,192.0,182.0,173.0,163.0,155.0,148.0,142.0,145.0,194.0,130.0,120.0
SST,Small states,199.0,194.0,174.0,159.0,143.0,131.0,121.0,112.0,108.0,102.0,108.0,138.0,102.0,93.0
PRE,Pre-demographic dividend,652.0,640.0,629.0,624.0,622.0,614.0,595.0,575.0,546.0,528.0,507.0,516.0,472.0,461.0
PST,Post-demographic dividend,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,14.0,18.0,13.0,10.0
PSS,Pacific island small states,102.0,101.0,102.0,102.0,102.0,102.0,101.0,100.0,98.0,97.0,98.0,119.0,95.0,90.0
OSS,Other small states,263.0,257.0,225.0,203.0,177.0,158.0,142.0,129.0,121.0,113.0,122.0,149.0,116.0,103.0
OED,OECD members,20.0,20.0,19.0,19.0,19.0,18.0,18.0,18.0,18.0,18.0,24.0,35.0,21.0,17.0
INX,Not classified,,,,,,,,,,,,,,
NAC,North America,14.0,15.0,15.0,16.0,16.0,17.0,17.0,17.0,17.0,17.0,22.0,30.0,20.0,16.0
MIC,Middle income,225.0,220.0,212.0,209.0,203.0,201.0,193.0,186.0,186.0,181.0,184.0,215.0,178.0,174.0
TMN,"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",196.0,188.0,181.0,175.0,169.0,165.0,159.0,153.0,150.0,147.0,157.0,172.0,138.0,132.0
MNA,"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",195.0,186.0,180.0,174.0,168.0,163.0,158.0,151.0,149.0,146.0,156.0,171.0,137.0,131.0
MEA,"Middle East, North Africa, Afghanistan & Pakistan",63.0,61.0,59.0,57.0,55.0,54.0,53.0,52.0,51.0,51.0,60.0,74.0,50.0,47.0
LMC,Lower middle income,322.0,315.0,308.0,304.0,298.0,291.0,283.0,274.0,266.0,257.0,251.0,289.0,238.0,235.0
LIC,Low income,566.0,547.0,525.0,508.0,504.0,491.0,472.0,454.0,421.0,408.0,396.0,418.0,364.0,346.0
LMY,Low & middle income,268.0,261.0,252.0,249.0,245.0,242.0,233.0,227.0,222.0,218.0,221.0,251.0,212.0,205.0
LDC,Least developed countries: UN classification,503.0,484.0,463.0,447.0,436.0,421.0,402.0,382.0,356.0,342.0,325.0,344.0,297.0,289.0
TLA,Latin America & the Caribbean (IDA & IBRD countries),81.0,77.0,75.0,74.0,74.0,74.0,75.0,75.0,76.0,75.0,92.0,133.0,90.0,75.0
LAC,Latin America & Caribbean (excluding high income),81.0,77.0,74.0,73.0,73.0,72.0,72.0,70.0,71.0,71.0,88.0,132.0,86.0,69.0
LCN,Latin America & Caribbean,81.0,77.0,75.0,74.0,74.0,74.0,75.0,76.0,77.0,76.0,94.0,140.0,93.0,77.0
LTE,Late-demographic dividend,41.0,39.0,37.0,36.0,35.0,34.0,32.0,31.0,31.0,30.0,35.0,46.0,39.0,30.0
IDA,IDA total,522.0,512.0,502.0,493.0,487.0,477.0,461.0,443.0,421.0,405.0,390.0,404.0,361.0,352.0
IDX,IDA only,479.0,461.0,442.0,428.0,419.0,406.0,388.0,370.0,344.0,331.0,315.0,334.0,288.0,280.0
IDB,IDA blend,596.0,599.0,603.0,605.0,603.0,602.0,590.0,576.0,561.0,543.0,531.0,534.0,500.0,487.0
IBT,IDA & IBRD total,272.0,264.0,254.0,250.0,245.0,241.0,232.0,225.0,221.0,216.0,219.0,247.0,209.0,202.0
IBD,IBRD only,115.0,108.0,100.0,94.0,88.0,84.0,80.0,75.0,75.0,73.0,79.0,113.0,74.0,67.0
HIC,High income,12.0,12.0,12.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,14.0,18.0,13.0,10.0
HPC,Heavily indebted poor countries (HIPC),558.0,536.0,514.0,497.0,477.0,459.0,435.0,414.0,394.0,380.0,362.0,378.0,329.0,321.0
FCS,Fragile and conflict affected situations,646.0,635.0,623.0,615.0,612.0,605.0,589.0,573.0,544.0,526.0,511.0,523.0,477.0,458.0
EUU,European Union,7.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,6.0,7.0,8.0,7.0,5.0
TEC,Europe & Central Asia (IDA & IBRD countries),23.0,21.0,20.0,19.0,19.0,18.0,17.0,16.0,16.0,16.0,20.0,23.0,17.0,14.0
ECA,Europe & Central Asia (excluding high income),25.0,25.0,23.0,22.0,22.0,21.0,20.0,20.0,19.0,19.0,22.0,26.0,21.0,18.0
ECS,Europe & Central Asia,16.0,16.0,15.0,14.0,14.0,14.0,13.0,13.0,12.0,12.0,16.0,18.0,14.0,11.0
EMU,Euro area,7.0,7.0,7.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,5.0
TEA,East Asia & Pacific (IDA & IBRD countries),90.0,87.0,82.0,79.0,74.0,72.0,68.0,64.0,66.0,65.0,74.0,96.0,74.0,68.0
EAP,East Asia & Pacific (excluding high income),90.0,87.0,82.0,79.0,74.0,72.0,68.0,64.0,66.0,65.0,74.0,95.0,74.0,68.0
EAS,East Asia & Pacific,86.0,83.0,78.0,76.0,71.0,70.0,66.0,62.0,64.0,63.0,72.0,94.0,72.0,66.0
EAR,Early-demographic dividend,201.0,189.0,178.0,167.0,156.0,148.0,140.0,133.0,128.0,122.0,126.0,162.0,112.0,104.0
CEB,Central Europe and the Baltics,9.0,8.0,8.0,8.0,8.0,8.0,7.0,7.0,7.0,7.0,8.0,11.0,7.0,6.0
CSS,Caribbean small states,87.0,83.0,81.0,81.0,79.0,78.0,76.0,75.0,75.0,75.0,74.0,124.0,68.0,65.0
ARB,Arab World,170.0,161.0,150.0,145.0,140.0,137.0,135.0,133.0,134.0,130.0,138.0,158.0,129.0,121.0
AFW,Africa Western and Central,839.0,836.0,834.0,832.0,827.0,820.0,799.0,782.0,757.0,744.0,720.0,716.0,674.0,650.0
AFE,Africa Eastern and Southern,476.0,457.0,433.0,419.0,409.0,394.0,376.0,354.0,327.0,308.0,290.0,312.0,269.0,268.0
